Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,adi_epi_1,adi_epi_2,adi_epi_3,adi_ing_1,adi_ing_2,adi_ing_3,adi_peri_1,adi_peri_2,adi_peri_3,adi_retro_1,adi_retro_2,adi_retro_3,adi_ibat_1,adi_ibat_2,adi_ibat_3,svf_epi_1,svf_epi_2,svf_epi_3,svf_ing_1,svf_ing_2,svf_ing_3,svf_peri_1,svf_peri_2,svf_peri_3,svf_retro_1,svf_retro_2,svf_retro_3,svf_ibat_1,svf_ibat_2,svf_ibat_3
10.67_692.5656m/z,,692.5656031,1,10.67125,0.027883333,19,0.463547359,0.051738459,8.198329896,Condition 2,Condition 5,100 - 22.6,2116.423633,45.19,6829.209425,184.1476517,259.9123688,1309.475461,2064.686322,3324.840715,999.0540314,2012.178355,605.3658291,439.1880965,0,687.7176518,557.1732788,0,299.7905329,0,405.3074039,548.2904663,294.7736206,1217.461185,330.5940704,1186.361038,146.0290756,0,595.5134048,1485.05056,533.3412933,848.6209488,814.8941956,252.7620773
14.56_480.3339m/z,,480.333856,1,14.56056667,0.049416667,4,0.463843575,0.051738459,2.137311019,Condition 8,Condition 2,100,1155.417146,8.07,1314.344878,1164.739517,909.2326965,374.1258545,595.1685609,739.7475511,651.4540561,694.7306416,852.967801,1154.125226,1336.577615,570.4240732,694.5211483,1280.178047,0,649.1722183,858.6538853,1023.313215,440.7636948,729.8864784,986.1625409,621.8985725,778.8124569,1713.905001,849.1968667,1102.30164,1043.740565,773.1893323,1078.627543,684.0373917
11.63_832.7361m/z,,832.7360751,1,11.6302,0.021833333,39,0.463850325,0.051738459,Infinity,Condition 1,Condition 3,100 - 41.6,7003.038588,167.75,28355.41431,498.486145,0,0,437.6819153,0,0,0,0,0,0,5488.098999,0,3914.320953,0,854.3442383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.80_369.2238m/z,,369.2238462,1,0.802333333,0.095666667,25,0.464630042,0.051738459,37.0315192,Condition 8,Condition 6,44.6 - 100 - 47.9,3456.183805,26.9,440.86196,301.4179431,188.7031269,204.7716986,99.72257146,25.82436958,578.704362,402.1593124,327.2134629,221.3171827,978.8363105,436.0896793,71.95809493,161.0963065,116.5815176,140.1729369,94.524292,26.69178015,51.86205315,111.602666,101.4267797,120.0809222,21.79026134,9250.679378,362.840221,30.03960026,185.2587541,190.001132,146.5650186,66.23294804
0.05_640.5847m/z,,640.5847005,1,0.054766667,0.092733333,8,0.466096017,0.051738459,2.35660844,Condition 5,Condition 10,100 - 13.8,8113.443123,0.79,691.9261698,10908.2347,6619.289571,8221.76384,7019.151285,7881.653061,10195.61746,6433.587341,5269.33479,2963.70507,7258.553989,4458.873921,8906.070739,8663.537476,9246.248965,9918.716109,3886.896894,2376.25769,5496.045367,2304.153132,2156.053224,2610.884452,3873.364605,3079.651079,3401.193806,3799.093642,4491.058178,4473.800182,1804.341023,2748.286693
3.83_439.2445m/z,,439.2445263,1,3.833166667,0.249183333,2,0.466142101,0.051738459,2.566240296,Condition 3,Condition 8,100 - 15.7,8412.85171,8.15,8619.929599,3884.818265,11710.11979,4885.61094,2301.069683,4702.079303,4758.803625,9605.261083,11333.32588,10894.16407,5386.864952,3144.290644,6319.910574,9188.748853,3244.317736,2063.011814,10406.79262,10162.22132,4924.057118,5230.661784,4472.791366,2029.484853,3623.182348,3156.825964,2412.742216,4377.765226,2994.929055,3733.130449,6090.311759,1477.952283
0.80_465.3046m/z,,465.3045733,1,0.802333333,0.177766667,5,0.466937725,0.051738459,2018143.139,Condition 8,Condition 4,100,4252.74062,103.47,38.75721872,2.077781196,0,0,2.142433806,0,0,5.52389717,0.895893809,0,0,0.006470093,0.300422112,2.729703937,0.77423096,0.888761886,0,0,6.216915704,0.210314391,0.044954869,0,2.048505958,11559.07562,111.457386,4.122916207,1.341451124,0,0,4.235836994
14.64_469.4028m/z,,469.4028019,1,14.63746667,0.021933333,7,0.466964383,0.051738459,4.98152304,Condition 9,Condition 5,100,719.5982152,31.12,0,460.0702744,231.4413681,511.8241272,146.2342922,284.1925201,0,486.6756363,154.5493011,416.5851898,220.0422211,385.037796,252.218605,217.8623962,0,600.1379547,402.1749802,315.4717941,758.1824455,269.1079712,146.5423126,162.0556488,433.8220062,335.3416748,787.1522598,327.8403587,839.838089,367.8464203,74.80427431,133.6313852
9.15_856.7414m/z,,856.7414024,1,9.151,0.033966667,46,0.467167563,0.051738459,Infinity,Condition 7,Condition 2,100 - 25.7,6466.605844,89.81,5.464587657,0,0,0,0,0,0,0,0,1245.899632,252.7625604,0,0,1191.234537,1729.865655,2350.012131,0,0,18648.26366,0,0,0,0,0,8063.768777,0,0,0,0,0
8.12_958.8771m/z,,958.8770624,1,8.123883333,0.0698,47,0.467202078,0.051738459,Infinity,Condition 5,Condition 10,100,13288.13639,95.86,0,186.7594223,0,3206.93116,546.7232895,0,0,0,17271.77514,0,21120.41661,0,210.5614404,28080.99821,15462.73691,4831.746338,0,1838.454964,0,0,268.550766,209.719162,0,376.6140594,857.7311096,0,0,0,0,0
10.79_940.8313m/z,,940.8313029,1,10.78828333,0.044466667,64,0.468298091,0.051738459,Infinity,Condition 7,Condition 2,100,2976.906339,99.87,0,885.1481476,1617.618256,0,0,0,0,0,396.2183533,0,0,0,850.1906738,0,0,731.5629883,303.416687,0,0,861.0451965,7444.021699,0,0,4632.139526,0,261.8138428,0,0,0,0
5.46_490.4584m/z,,490.4584217,1,5.459216667,0.030116667,3,0.468392795,0.051738459,1.999681867,Condition 3,Condition 1,100 - 12.7,1125.171524,13.23,0,977.192544,845.0271555,1047.941743,1223.621182,991.632119,943.6101106,1145.865869,1317.66528,1092.398336,953.6838738,551.0850878,980.4655123,1115.379607,800.6563892,483.4298782,536.3292636,1005.979806,778.0408669,1046.316327,1241.194088,735.4680145,417.0659926,773.0212288,616.2099419,652.4659856,431.5311907,349.1582069,556.1282558,867.6142164
7.93_1212.8751m/z,,1212.875131,1,7.926333333,0.79855,2,0.46857411,0.051738459,5.886301581,Condition 1,Condition 5,100 - 55.4 - 6.42,275994.0657,1.49,991866.8286,57033.15164,59710.16406,55239.50823,55705.14808,50643.3145,60982.17913,56661.00609,53650.01909,56658.56262,52037.01951,56799.44879,51003.05751,53519.15837,50276.87114,56468.26612,53894.86966,50489.98152,53547.74838,52012.72167,50744.43585,52201.77025,57408.99831,54389.29522,51941.11892,50909.01496,56454.86595,51616.55051,53758.065,58773.12554
0.04_972.8937m/z,,972.893679,1,0.038333333,0.070683333,36,0.468657144,0.051738459,10.04106195,Condition 5,Condition 10,100 - 67.3 - 41.3 - 18.2 - 2.34 - 0.71,258374.9279,2.32,0,202429.5743,159861.6534,163803.1093,185445.5965,155913.3015,148114.2829,158226.7462,158182.5992,121896.1043,167787.25,183389.1215,237141.1354,266454.7506,352802.3524,386866.7168,99687.51177,59993.63557,40610.35198,72185.85609,69080.3492,56356.33745,61776.67422,62888.30462,71004.81244,29340.79802,33983.93344,18820.4893,25884.72375,22652.67722
9.96_844.7366m/z,,844.7366085,1,9.958016667,0.062583333,48,0.468881985,0.051738459,1849.554816,Condition 1,Condition 9,100 - 54.1,111671.3855,59.96,0,36586.50076,312054.3468,675.0475922,0,21017.91772,42165.3313,30766.64285,11093.53179,17311.25306,675.5310822,0,38799.61265,645.1517639,69983.31566,20106.59969,248.2954865,0,123683.2872,0,0,0,394.2792358,0,0,0,172.6463928,37947.03623,0,1049.488625
15.89_656.5809m/z,,656.5808756,1,15.88986667,0.076866667,1,0.468910118,0.051738459,1.656971063,Condition 6,Condition 7,100,3703.254668,8.38,2729.719133,2701.438607,3498.671307,3630.740038,2378.546933,3891.329996,3293.239172,3646.771782,1641.349658,2160.087585,3818.759657,4589.450089,4950.525097,3719.206169,2842.170929,2984.887504,3913.288892,3373.860233,1717.666686,1957.881714,2609.371758,2591.81844,2398.192206,2243.374508,2381.580432,2656.135378,1559.363043,2198.418167,3550.910217,2043.488724
8.47_893.6946m/z,,893.6946404,1,8.466116667,0.02305,3,0.468947611,0.051738459,Infinity,Condition 4,Condition 1,100 - 19.2,7834.594608,89.87,0,0,0,8352.118573,0,0,726.870636,0,0,416.1579132,23083.1297,0,0,0,276.9997864,832.62577,597.0005493,0,0,0,5356.59106,0,0,0,0,0,0,0,0,0
10.03_827.7074m/z,,827.7074204,1,10.03178333,0.42135,86,0.469885749,0.051738459,11.44228298,Condition 2,Condition 8,100 - 49.9 - 14.2,108866.5489,29.61,126797.9638,66029.31338,118810.6041,64891.69701,104792.672,174933.812,62415.8662,48131.42677,86132.84763,31419.5241,72474.62754,88722.71222,69701.94767,37119.62291,86895.63789,136552.4542,518.6831894,1701.86129,10014.32809,55214.97139,0,2929.272461,21819.51251,716.8239365,136791.515,38250.75786,0,52671.88597,26016.77135,13561.65454
0.93_459.2485m/z,,459.248537,1,0.929183333,0.103866667,9,0.46995215,0.051738459,5.620696871,Condition 2,Condition 10,100,5930.631376,12.03,2031.527351,5531.237488,3297.165522,2742.056145,1950.865919,14207.70341,2805.326442,1008.760138,2742.237407,2088.212495,1693.209183,2143.237073,3480.90621,222.365522,2339.578721,2128.232828,1316.813238,501.6746316,2967.49453,1568.334034,2217.521979,2490.147088,2835.289447,944.9633073,973.7217595,3294.648378,1033.098393,658.1503475,676.6370988,1383.766886
13.23_1202.3322m/z,,1202.332239,1,13.2257,0.197666667,1,0.470453006,0.051738459,3.255843795,Condition 1,Condition 4,100,170688.4335,15.42,569096.0535,44480.3382,61645.48138,86442.61211,78916.89282,63446.89449,72588.63859,52403.90644,70165.75652,64469.2569,52821.31268,40210.50427,95182.50136,49743.47516,48530.87341,64940.7203,72198.39282,87148.42676,68837.24198,58205.34277,82244.89282,108908.4008,69063.87432,111959.4033,69238.22522,89716.90412,110127.7166,127526.9219,67816.5816,94650.98654
10.62_1012.9246m/z,,1012.924576,1,10.61538333,0.027816667,28,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100,4894.024934,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13682.20469,0,0,0,0,0,0,0,0,0,0,0,0,0
7.37_681.6829m/z,,681.6829314,1,7.36605,0.017183333,1,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 47.2,3415.448595,173.21,14127.26572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.59_968.8604m/z,,968.8603647,1,8.592316667,0.023016667,50,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100 - 61,2899.764113,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8106.858195,0,0,0,0,0,0,0,0,0,0,0,0,0
13.54_934.8777m/z,,934.8777268,1,13.53851667,0.010483333,31,0.471100209,0.051738459,Infinity,Condition 8,Condition 1,100 - 47,2495.531284,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6628.500244,0,0,0,0,0,0,0,0
11.63_617.5129m/z,,617.5128908,1,11.6302,0.016366667,18,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 38.6,1960.656097,173.21,8109.830643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.59_380.1120m/z,,380.1120324,1,8.586566667,0.034416667,1,0.471100209,0.051738459,Infinity,Condition 10,Condition 1,100 - 12,1899.667709,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5144.917103,0
11.50_768.7033m/z,,768.7033447,1,11.49845,0.016533333,10,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100,1805.659333,173.21,0,6091.952698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.72_838.7835m/z,,838.7835199,1,9.721166667,0.01705,17,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100,1322.431608,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580.933105,0,0,0,0,0,0,0,0,0,0,0,0
8.59_948.7978m/z,,948.7978356,1,8.592316667,0.040266667,53,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100 - 59.6,10816.88578,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30240.72156,0,0,0,0,0,0,0,0,0,0,0,0,0
10.41_946.7821m/z,,946.7821245,1,10.408,0.011216667,44,0.471100209,0.051738459,Infinity,Condition 4,Condition 1,100 - 47.8,7571.598166,173.21,0,0,0,0,0,0,0,0,0,22472.00502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.50_968.8638m/z,,968.8638107,1,11.49845,0.016533333,50,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100,6030.507093,173.21,0,20345.78909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.61_750.6450m/z,,750.645026,1,11.61376667,0.01645,3,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 48,4686.481028,173.21,19384.61697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.40_736.6432m/z,,736.6431736,1,7.400283333,0.01145,6,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100 - 46.7,3959.603853,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11069.84765,0,0,0,0,0,0,0,0,0,0,0,0,0
8.39_875.7073m/z,,875.7072823,1,8.385783333,0.01165,97,0.471100209,0.051738459,Infinity,Condition 4,Condition 1,100 - 55,3829.380712,173.21,0,0,0,0,0,0,0,0,0,11365.34991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.77_504.2299m/z,,504.2298861,1,5.770466667,0.01795,1,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 20.6,2764.49644,173.21,11434.74267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.24_534.4858m/z,,534.4857513,1,9.2357,0.01685,2,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 33.4,2546.748947,173.21,10534.07718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.59_776.6385m/z,,776.6385209,1,8.592316667,0.011516667,1,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100 - 56.6,2429.226057,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6791.376953,0,0,0,0,0,0,0,0,0,0,0,0,0
6.86_681.6830m/z,,681.6830334,1,6.859783333,0.017783333,1,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 40.8,2330.329909,173.21,9638.906554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.23_776.6389m/z,,776.638897,1,8.228533333,0.023366667,1,0.471100209,0.051738459,Infinity,Condition 9,Condition 1,100 - 43.6,2173.771748,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.79599,0,0,0
9.15_790.6885m/z,,790.6884766,1,9.151,0.016966667,21,0.471100209,0.051738459,Infinity,Condition 7,Condition 1,100 - 33,2083.199614,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6007.487793,0,0,0,0,0,0,0,0,0,0,0
8.59_734.6261m/z,,734.626061,1,8.592316667,0.023016667,3,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100,2070.33639,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5788.03064,0,0,0,0,0,0,0,0,0,0,0,0,0
11.89_638.6100m/z,,638.6100342,1,11.88941667,0.022,2,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 42.7,806.0973567,173.21,3334.247681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.10_868.7375m/z,,868.7374741,1,9.1,0.011333333,51,0.471100209,0.051738459,Infinity,Condition 4,Condition 1,100 - 42.9,8452.240277,173.21,0,0,0,0,0,0,0,0,0,25085.69284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.39_901.7258m/z,,901.725811,1,8.385783333,0.01165,101,0.471100209,0.051738459,Infinity,Condition 4,Condition 1,100 - 53.8,5550.537755,173.21,0,0,0,0,0,0,0,0,0,16473.63074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.42_812.6136m/z,,812.6136166,1,7.41745,0.011466667,43,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 39.9,3939.917577,173.21,0,0,12193.82657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.99_764.6726m/z,,764.6726498,1,7.9901,0.011583333,14,0.471100209,0.051738459,Infinity,Condition 5,Condition 1,100 - 45.6,3129.73176,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,10115.95789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.29_538.5186m/z,,538.5185965,1,12.28936667,0.0218,3,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100,737.5397146,173.21,3050.673796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.59_790.6887m/z,,790.6887096,1,8.592316667,0.040266667,21,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100 - 38.3,6900.985369,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19293.05544,0,0,0,0,0,0,0,0,0,0,0,0,0
8.59_950.8139m/z,,950.813933,1,8.592316667,0.017266667,63,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100 - 28.2,6806.766702,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19029.64871,0,0,0,0,0,0,0,0,0,0,0,0,0
9.17_868.7383m/z,,868.7382616,1,9.173583333,0.011366667,51,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 60.8,6794.357816,173.21,0,0,21028.16093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.63_998.9088m/z,,998.9088205,1,10.62658333,0.016766667,30,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,61.7 - 62 - 100,5872.48368,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16417.67764,0,0,0,0,0,0,0,0,0,0,0,0,0
9.10_946.7830m/z,,946.783034,1,9.1,0.011333333,44,0.471100209,0.051738459,Infinity,Condition 4,Condition 1,100 - 57.7,4921.19238,173.21,0,0,0,0,0,0,0,0,0,14605.77509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.74_534.4851m/z,,534.485089,1,8.741133333,0.028616667,2,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 29.1,4814.133001,173.21,19912.62179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.82_464.1334m/z,,464.1334018,1,0.81895,0.157983333,2,0.471100209,0.051738459,Infinity,Condition 7,Condition 1,100 - 27.6,4716.241334,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13600.59883,0,0,0,0,0,0,0,0,0,0,0
7.31_681.6832m/z,,681.6832259,1,7.308933333,0.017116667,1,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 43.1,4018.313597,173.21,16620.88665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.23_909.7132m/z,,909.7131778,1,8.228533333,0.023366667,3,0.471100209,0.051738459,Infinity,Condition 9,Condition 1,100 - 47.2,3864.085736,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11049.16772,0,0,0
7.24_681.6832m/z,,681.6831857,1,7.2402,0.023033333,1,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 40.7,3807.784242,173.21,15750.07742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.61_543.5437m/z,,543.5437485,1,10.6099,0.039216667,1,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 4.21,3652.846385,173.21,15109.21043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.45_468.4772m/z,,468.4772131,1,8.448816667,0.028383333,10,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 30.1,3631.930919,173.21,15022.69812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.23_762.6578m/z,,762.6577975,1,8.228533333,0.023366667,10,0.471100209,0.051738459,Infinity,Condition 9,Condition 1,100 - 52.2,3041.528838,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8697.105743,0,0,0
7.18_734.6265m/z,,734.6264715,1,7.182366667,0.017416667,3,0.471100209,0.051738459,Infinity,Condition 5,Condition 1,100,2803.619649,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9557.331933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.63_784.5827m/z,,784.582667,1,4.63005,0.018516667,58,0.471100209,0.051738459,Infinity,Condition 5,Condition 1,100 - 49,2652.476507,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9042.096146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.15_808.7350m/z,,808.7350464,1,9.151,0.016966667,27,0.471100209,0.051738459,Infinity,Condition 7,Condition 1,100 - 52.1,2479.300651,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7149.755737,0,0,0,0,0,0,0,0,0,0,0
5.44_504.2301m/z,,504.2300697,1,5.4412,0.0181,1,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 23.1,2333.302312,173.21,9651.201257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.72_832.7358m/z,,832.7357641,1,9.721166667,0.02275,39,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100 - 50.1,2131.11321,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5770.713432,0,0,0,0,0,0,0,0,0,0,0,0
9.15_816.7058m/z,,816.7058105,1,9.151,0.016966667,31,0.471100209,0.051738459,Infinity,Condition 7,Condition 1,100 - 73.3,2029.473559,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5852.553711,0,0,0,0,0,0,0,0,0,0,0
11.30_507.1320m/z,,507.1319885,1,11.30076667,0.010983333,2,0.471100209,0.051738459,Infinity,Condition 3,Condition 1,100 - 21.1,1786.598208,173.21,0,0,0,0,0,0,0,5654.831146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.62_896.7189m/z,,896.7188635,1,8.61535,0.02875,2,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100,1682.394004,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4703.461761,0,0,0,0,0,0,0,0,0,0,0,0,0
12.08_791.5363m/z,,791.5363037,1,12.07871667,0.016066667,5,0.471100209,0.051738459,Infinity,Condition 10,Condition 1,100,1614.980623,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986.11377
14.14_751.6338m/z,,751.63377,1,14.13818333,0.016383333,8,0.471100209,0.051738459,Infinity,Condition 9,Condition 1,100,1481.988077,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3868.001335,0,0,0,0,0
13.85_729.6350m/z,,729.6350065,1,13.84768333,0.021083333,6,0.471100209,0.051738459,Infinity,Condition 9,Condition 1,100,923.0069431,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409.055878,0,0,0,0,0
8.62_806.7211m/z,,806.7210731,1,8.61535,0.01725,29,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100 - 12,723.9520454,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.949654,0,0,0,0,0,0,0,0,0,0,0,0,0
8.24_849.6913m/z,,849.6913088,1,8.24025,0.017516667,85,0.471100209,0.051738459,Infinity,Condition 9,Condition 1,100,659.7771102,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886.600983,0,0,0
8.59_195.0417m/z,,195.041738,1,8.586566667,0.01715,4,0.471100209,0.051738459,Infinity,Condition 10,Condition 1,100,239.7282017,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649.2618256,0
0.81_732.4040m/z,,732.4039928,1,0.807833333,0.050733333,1,0.471100209,0.051738459,Infinity,Condition 4,Condition 1,100 - 39.1,12420.76718,173.21,0,0,0,0,0,0,0,0,0,0,0,38136.60359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.73_662.4995m/z,,662.4994523,1,10.727,0.027883333,2,0.471100209,0.051738459,Infinity,Condition 1,Condition 2,100 - 34.1,3794.29216,173.21,15694.27034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.59_762.6565m/z,,762.6565146,1,8.592316667,0.028783333,10,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100 - 59.7,3512.781098,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9820.667174,0,0,0,0,0,0,0,0,0,0,0,0,0
9.30_816.7048m/z,,816.7048246,1,9.303666667,0.016983333,31,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100 - 52.5,2694.047213,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7295.048601,0,0,0,0,0,0,0,0,0,0,0,0
9.25_766.6885m/z,,766.688486,1,9.252616667,0.022616667,16,0.471100209,0.051738459,Infinity,Condition 10,Condition 1,100 - 34.5,2233.604489,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6049.326355,0
9.22_832.7367m/z,,832.7367274,1,9.2188,0.01135,39,0.471100209,0.051738459,Infinity,Condition 7,Condition 1,100 - 57.8,1789.498806,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160.519501,0,0,0,0,0,0,0,0,0,0,0
0.80_759.2653m/z,,759.2653331,1,0.802333333,0.0398,5,0.471100209,0.051738459,Infinity,Condition 4,Condition 1,100 - 25.1,5973.466061,173.21,0,0,0,0,0,0,0,0,0,0,0,18340.87251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.92_946.7846m/z,,946.784556,1,15.91733333,0.010983333,44,0.471100209,0.051738459,Infinity,Condition 3,Condition 1,100 - 66,4641.709655,173.21,0,0,0,0,0,0,0,14691.65491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
