Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Anova (p),q Value,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,adi_epi_1,adi_epi_2,adi_epi_3,adi_ing_1,adi_ing_2,adi_ing_3,adi_peri_1,adi_peri_2,adi_peri_3,adi_retro_1,adi_retro_2,adi_retro_3,adi_ibat_1,adi_ibat_2,adi_ibat_3,svf_epi_1,svf_epi_2,svf_epi_3,svf_ing_1,svf_ing_2,svf_ing_3,svf_peri_1,svf_peri_2,svf_peri_3,svf_retro_1,svf_retro_2,svf_retro_3,svf_ibat_1,svf_ibat_2,svf_ibat_3
0.95_370.0917m/z,,370.0917108,1,0.951933333,0.155766667,1,0.471100209,0.051738459,Infinity,Condition 6,Condition 1,100,3601.503887,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9752.296013,0,0,0,0,0,0,0,0,0,0,0,0
8.31_894.7519m/z,,894.7518947,1,8.310133333,0.01745,52,0.471100209,0.051738459,Infinity,Condition 5,Condition 1,100,2679.055622,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9132.702383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.15_935.8049m/z,,935.8048706,1,9.151,0.016966667,125,0.471100209,0.051738459,Infinity,Condition 7,Condition 1,100 - 59.4,1826.290489,173.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5266.618591,0,0,0,0,0,0,0,0,0,0,0
11.47_768.6326m/z,,768.6325561,1,11.47086667,0.038616667,3,0.471179648,0.051741655,Infinity,Condition 1,Condition 2,100 - 56.6,9603.155974,173.21,39721.38138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005275444,0,0,0,0,0,0,0,0,0,0
10.91_575.5020m/z,,575.5019816,1,10.9051,0.03355,1,0.471699679,0.051782165,5.716176683,Condition 8,Condition 3,100 - 21.8,11561.56275,9.02,10952.84016,6559.815152,4462.988737,7918.561395,5196.315621,4579.178799,1268.0392,3515.349422,1422.59269,2422.368584,2402.776785,2889.738853,15000.55789,8495.912842,8721.993042,26363.46956,2170.67926,1223.668343,4206.852192,3019.015826,4827.736508,18301.38664,4986.514637,7637.099304,9856.197184,4579.625471,138.7331696,1658.887156,1347.635254,9457.423916
0.11_401.4102m/z,,401.4101812,1,0.11275,0.07545,15,0.471783432,0.051785828,2.768883348,Condition 1,Condition 5,100 - 19.2,1370.368072,28.3,2685.257853,1256.16243,1079.655597,734.396669,386.3687038,915.0249347,688.981288,536.0838982,284.2292595,74.38795471,679.1961007,901.8696556,581.6839495,197.1157384,873.4844805,66.66444302,763.9005393,567.6275446,500.3442646,873.7287855,956.0071765,857.2981367,1133.741811,1615.730888,415.5998149,748.0092522,620.4726236,1583.980749,978.2742607,103.5186896
7.21_916.7907m/z,,916.7906554,1,7.211316667,0.028866667,1,0.471939618,0.05179744,Infinity,Condition 5,Condition 2,100 - 36.9,7746.298341,87.72,0,0.036936411,0.028106331,0,0,0,0,0,0,0,0,0,0,0,26406.55787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.84_464.3724m/z,,464.3723731,1,10.84381667,0.022233333,24,0.472017132,0.051800417,Infinity,Condition 6,Condition 2,100,287.0018582,87.06,0,495.4382484,0,0,0,0,211.2612631,0,0,0,203.1977692,0,0,0,0,0,377.2976006,411.7142124,0,0,0,185.9210243,313.7109564,0,186.2854767,520.9411621,0,0,213.2375609,0
7.34_211.1688m/z,,211.1687518,1,7.337433333,0.091433333,20,0.472122575,0.051804668,1.507382373,Condition 9,Condition 7,100 - 0.68,7959.641539,1.38,8688.650583,7603.855564,6448.315243,6707.025248,5844.411096,6820.138566,5332.486753,6719.802048,5784.449338,5861.947693,6786.823132,6210.030301,5906.561735,5995.370955,6236.912947,5663.159237,5601.130074,6609.251965,5601.259654,4884.485532,4411.93549,4302.178832,5769.951817,7665.672376,4582.269097,10153.75197,6731.556879,4854.90519,6353.711833,5664.449825
11.17_644.5101m/z,,644.5100781,1,11.17348333,0.055516667,2,0.472156675,0.051804668,40.62712593,Condition 1,Condition 3,100 - 37.6,10162.73341,7.35,41231.36508,198.8762894,419.5888672,516.1831665,455.5850034,546.7525422,365.9125609,382.7095733,0,209.1502914,33.50255871,891.808224,1243.673798,0,640.2403717,6161.654434,669.8011735,428.8878365,372.0775248,1641.710091,947.27295,876.6158593,800.8962963,544.4993409,1457.932357,477.5698193,903.8917618,1056.931581,538.4652405,429.2702637
10.33_534.4510m/z,,534.450987,1,10.33453333,0.1971,1,0.472815091,0.051871372,4.334412379,Condition 1,Condition 2,100 - 10.2,28275.93406,3.88,95782.71734,8491.583311,8054.023272,7593.811905,7061.531429,5999.839726,8123.990265,8232.583959,8652.646182,7497.319783,8420.030496,7674.232838,7739.306345,9348.508233,8537.216796,8240.379076,9926.183826,8953.334067,6707.461487,7611.677332,8492.324534,9178.374251,9295.557882,8797.205605,8561.425977,8082.29703,6746.981907,9359.270729,6719.066257,8862.77048
11.30_846.7519m/z,,846.7519258,1,11.30076667,0.099016667,48,0.473058724,0.051888686,30.51437214,Condition 5,Condition 4,100 - 50.4,467923.7179,31.73,96082.38511,101821.486,155895.5981,77114.96315,363171.3866,38416.467,40680.15045,653561.5819,19444.4249,9457.317457,10021.93865,27042.12749,1162292.021,18019.6782,365714.5694,77613.1978,25164.90727,325956.2582,239859.7662,641.2333984,74117.66071,36294.00655,3724.926697,22124.66483,19794.44141,35348.94635,24399.02159,14346.31842,102668.456,11595.73792
0.04_982.8767m/z,,982.8767309,1,0.038333333,0.070683333,49,0.473126954,0.051888686,15.91141005,Condition 5,Condition 10,100 - 64.6,227555.0109,3.39,0,272449.2912,279381.9749,231812.0088,214275.5853,196927.5973,197386.5813,190529.6441,202330.3478,182102.6706,194762.9307,200391.1476,266142.8528,209632.1594,277466.7043,265557.8616,77962.1099,43602.82195,40502.97936,54590.26726,49600.4862,40310.23397,44424.33817,47314.91155,38624.14043,22925.99756,20550.30309,10654.55744,14308.08364,12482.96722
15.59_408.4193m/z,,408.4192548,1,15.5934,0.049466667,1,0.473225328,0.051888686,2.185076087,Condition 10,Condition 7,100,961.9910671,7.96,610.133696,812.5078766,557.7568163,785.0057498,693.2394132,663.490497,560.5492325,667.5174794,910.2911808,185.1769028,517.8245746,652.5919939,774.7288219,242.1820073,446.1889695,726.4757634,619.8506165,527.0622634,418.7678872,820.0503281,0,532.1307264,625.1832481,303.7669951,705.5174538,733.2478909,596.955926,1383.589582,482.1818464,665.4270225
10.03_818.7207m/z,,818.7207299,1,10.03178333,0.09465,35,0.47330676,0.051892079,561.5148124,Condition 9,Condition 8,100 - 53.2,103358.5488,89.3,49197.3636,13593.24596,97107.42597,112228.3795,322.6510468,13754.41432,51518.48284,14240.00443,0,13364.46683,0,49845.78772,20723.28044,436.5914307,65728.14649,93436.72237,199.1018066,1494.72993,6810.592743,0,0,0,0,500.4002533,223523.8377,46728.92476,0,29296.47205,0,1364.404419
10.69_846.7522m/z,,846.7521935,1,10.68798333,0.228216667,48,0.47340561,0.051897381,7.720322833,Condition 8,Condition 10,100 - 55.4,800144.6368,16.3,464449.1051,382534.0121,259144.2024,246901.8172,181214.5872,439327.1833,178279.8687,301194.628,226996.5593,120054.9289,205541.3451,242330.1361,553944.6307,180703.6863,314676.7479,274218.5822,259802.6494,2303.467415,265337.8994,393080.7429,1461929.452,82006.01637,127446.9143,1961898.012,156259.9091,242222.0831,215593.5501,75862.1692,123227.6358,73897.47308
10.12_397.2733m/z,,397.2732815,1,10.11505,0.028066667,36,0.473842157,0.05193416,1.98145348,Condition 8,Condition 2,100 - 3.97,729.8061201,14.43,913.5644588,614.5248108,151.9124146,592.4354122,239.100204,341.7818531,258.9498558,704.6448251,691.9528656,551.0911713,179.800293,514.0028114,633.9248657,476.003479,543.3668518,454.6089668,809.6877582,509.2880745,386.8210068,530.2673387,956.4869308,697.9544633,540.4223633,721.0348406,425.7599182,437.9437389,131.15131,704.1273942,400.1438285,524.6063084
8.59_888.7624m/z,,888.7623929,1,8.592316667,0.011516667,2,0.473979401,0.051939134,Infinity,Condition 6,Condition 1,100 - 60.2,9560.126965,173.21,0,0,0,0,0,0,0,0,0.211908694,0,0,0,0,0,0,0,26727.20629,0,0,0,0,0,0,0,0,0,0,0,0,0
14.74_363.3245m/z,,363.324491,1,14.74178333,0.109933333,20,0.473988599,0.051939134,1.956341563,Condition 10,Condition 1,100,2476.611056,12.21,1416.875276,1439.114917,1537.684251,1174.344041,2067.166344,2619.718002,2407.437228,1958.71713,309.9841085,1213.14532,1709.694102,2712.430023,1754.226927,1605.100413,822.8697177,1696.625262,1693.169708,2160.017639,1045.491999,1552.64074,2670.162688,2077.581805,2433.169666,1250.451094,2287.839719,1687.465907,2461.344682,2226.696061,1959.935062,2283.482618
0.80_371.2394m/z,,371.2393846,1,0.7967,0.077033333,272,0.474047615,0.051940063,99.65209395,Condition 8,Condition 4,100 - 53.9,1598.242878,17.37,96.06752378,98.99704712,53.4121392,39.94799901,48.04031847,24.57126063,36.995326,16.06644952,137.1332863,20.4467151,27.44705704,0,25.18341312,101.0117818,52.73335427,0,29.02378111,31.26036264,60.71512635,71.44144389,11.34073784,44.47662803,11.2411793,4287.920683,59.7039981,2.650104619,46.57278819,39.59500641,55.70531797,40.72142781
15.77_408.4192m/z,,408.4191931,1,15.76908333,0.071366667,1,0.475097188,0.052030023,2.423484183,Condition 10,Condition 3,100,1141.987639,4.55,1266.751265,1673.501294,698.0588939,631.4038129,1146.422327,1106.187054,658.4722824,109.8549271,625.1475089,409.935112,836.0814456,1526.262398,560.4846848,892.122501,512.4058498,848.3779583,824.0027603,745.5981979,412.5577927,384.4845352,1156.30349,620.9823151,1186.809093,1155.122749,916.86265,330.2541105,1801.911401,1790.356736,608.8183517,621.0508593
0.81_302.1138m/z,,302.1138091,1,0.807833333,0.098516667,1,0.475843723,0.05208134,Infinity,Condition 4,Condition 5,100 - 15.3 - 1.65,11371.2866,34.94,137.2296267,11.15968515,0,71.3051312,6.092533331,25.66357128,46.7398243,5.05880196,0,39.4079334,0,34873.52023,0,0,0,9349.000798,20.65605297,26.73258509,5.716704719,5.909959244,10.06251008,0,0,1525.33926,0,6.55180763,15.87372786,14.09082669,4.575998768,0
10.69_912.7955m/z,,912.7954638,1,10.6935,0.0613,66,0.476354451,0.052126138,Infinity,Condition 8,Condition 5,100 - 28.7,16494.41011,5.96,0,2255.292023,1499.657608,0,0,11903.89517,0,1136.597824,628.6795959,296.854538,312.0811768,283.7852478,0,0,0,1018.083298,1286.400543,0,0,3132.560654,22397.04208,0,481.8440399,44351.21635,0,1677.810242,1853.805069,0,0,0
8.70_129.0544m/z,,129.0543963,1,8.701233333,0.297816667,5,0.476492802,0.052132536,1.661382981,Condition 1,Condition 5,100,2163.181399,3.8,5035.317879,1525.740984,1527.657299,1535.823282,1374.921712,1522.924611,1593.96141,1604.813355,1434.902791,1375.001349,1499.159364,1436.506897,1508.003569,1356.989588,1436.9485,1500.312222,1373.499927,1370.635611,1395.593249,1476.151798,1359.232363,1396.279872,1396.458344,1332.160186,1434.029129,1318.514792,1386.355135,1388.534154,1378.487982,1405.418395
11.30_940.8312m/z,,940.8312341,1,11.30076667,0.038516667,64,0.477155691,0.052186036,Infinity,Condition 5,Condition 4,100,7508.421654,142.93,0,0,4525.586426,0,8008.476171,0,0,16074.08995,0,0,0,0,23351.54207,0,1277.619331,699.3150401,0,4874.102298,0,0,0,0,0,0,0,0,0,0,464.0517883,0
10.03_764.5725m/z,,764.5724651,1,10.03178333,0.050583333,3,0.477506998,0.052218902,31.90615056,Condition 9,Condition 8,100 - 31.2 - 7.65 - 0.26,172033.2348,8.85,4011.968584,16450.20266,33369.10979,306829.9565,5367.50606,6000.820511,6091.360806,12533.0295,4916.310073,7118.045887,5684.649117,30872.44567,19566.89809,3541.985687,12684.94942,77500.15622,6432.583455,7098.818858,16283.27514,8244.905623,4928.694308,4320.436946,4884.599753,5277.329824,330886.9909,112489.2348,7452.182485,32664.54677,5824.611233,6723.95889
15.75_410.3985m/z,,410.3985122,1,15.75261667,0.049383333,9,0.47781209,0.05223605,2.26821181,Condition 10,Condition 5,100,1326.700657,5.26,846.1019606,1804.510339,1009.909172,1168.852991,991.0594515,491.2407966,1039.591893,1023.161725,229.0942154,928.6106522,1017.223469,284.7174454,545.4348691,545.1077843,850.996212,956.8812447,1026.601039,1015.638596,911.6563549,1212.886612,1044.118967,764.9887807,561.8040199,331.6745605,603.0162966,1361.368152,1008.928538,1462.264859,1616.07848,460.0492973
5.60_544.3623m/z,,544.3623233,1,5.59735,0.232916667,1,0.477816268,0.05223605,1.481823788,Condition 6,Condition 1,100 - 25.9,11339.8408,9.5,10662.37565,10083.92696,6455.974261,11165.73505,9697.496286,7143.884123,8058.219614,9538.009634,5685.622811,9933.345177,9473.154962,6778.531224,10634.38614,9129.768746,5871.139311,6956.210371,11049.95262,13330.10475,7516.366144,6969.019622,10607.03545,7022.971441,8207.59334,8847.246411,6932.564912,7548.085339,9159.108655,8911.239653,8674.743457,11301.9963
7.68_725.5191m/z,,725.5190908,1,7.677283333,0.533466667,4,0.479066882,0.052350498,1.690159203,Condition 1,Condition 5,100 - 33.3 - 0.744,546075.986,1.49,1343220.768,363455.9208,351605.649,346910.2382,354200.1977,343021.9328,366447.8021,375272.902,345160.2796,356299.2634,349613.0855,363637.5628,353584.1309,369214.0748,343776.305,366295.2716,353236.6963,362564.7029,369761.7271,350307.9995,342966.8081,350594.7574,363571.7094,349620.4282,348932.1453,348282.1682,367889.6067,362855.8662,372379.2507,372791.6917
10.35_1100.3238m/z,,1100.323848,1,10.35141667,0.095916667,1,0.479532962,0.05239029,1.683400673,Condition 8,Condition 5,100 - 7.77,12290.93021,4.79,14625.11221,9019.314283,8815.157165,11096.2952,10081.19486,8646.47489,9347.080965,8001.714783,10923.16558,11890.25578,7096.077863,9109.860453,8437.104187,8733.005931,6892.654861,7840.777622,6003.380203,14523.21303,7238.156678,8184.747266,10942.45447,12556.43843,9367.314984,11052.55056,8479.81475,7787.176964,8833.967553,10726.91631,7182.104888,10895.3885
8.05_319.2248m/z,,319.2248268,1,8.054033333,0.0524,95,0.480127019,0.052438471,1.990710699,Condition 2,Condition 9,100,1055.506824,1.27,268.9402466,1073.759868,1137.580216,1109.874294,1066.862147,1166.895931,838.7324361,957.7666968,1099.432705,798.7828537,801.6113169,521.1672062,936.2302003,911.1542055,950.5691025,751.0743723,367.1134506,718.0401627,846.3252656,495.1259978,894.8808978,851.785563,477.4654847,490.2192993,434.1459332,287.8112356,728.4513948,562.7855344,466.1940657,633.3981625
8.59_825.6923m/z,,825.6923083,1,8.592316667,0.040266667,78,0.480318129,0.05245287,Infinity,Condition 6,Condition 2,100 - 43.4,11682.20541,111.88,0,0,339.6294327,0,0,0,0,0,0,0,0,0,0,197.4020891,580.7985338,0,32659.89197,0,0,0,0,0,0,0,0,0,0,0,3240.121722,0
15.57_245.1741m/z,,245.1740511,1,15.56588333,0.016483333,5,0.480360926,0.05245287,5.815348022,Condition 9,Condition 3,100,150.0880911,10.35,131.939109,0,92.25256477,53.51848764,0,57.24308184,0,81.68894196,0,116.3319125,104.1037658,98.1332074,107.7040799,63.41851324,66.60809581,0,188.0099144,98.5826813,69.48073959,215.7523481,59.36341441,0,0,193.9571165,46.69029108,74.37906647,297.3771477,0,74.60067749,56.3691077
6.84_504.2300m/z,,504.2299611,1,6.842,1.5276,1,0.480531282,0.052454754,1.735013375,Condition 1,Condition 5,100 - 21.9 - 0.12,356622.3839,1.62,872639.7864,231980.4488,237974.2768,214217.0396,224738.7445,236867.2522,214716.1438,227593.7533,223532.4335,226894.867,219858.2004,221719.7864,226512.9388,229568.8421,222677.8332,212768.7439,212408.4447,214035.1021,211251.5833,202485.0649,209574.9302,207861.2958,202161.35,205901.3038,206920.8383,204860.0895,214628.6136,211303.3414,208345.9612,215871.2044
10.99_664.4807m/z,,664.4807403,1,10.9946,0.0223,1,0.480789714,0.052477392,1226.384218,Condition 1,Condition 5,100 - 16.8,6449.577995,97.25,26580.98752,76.39594816,1.973974983,7.248061672,22.8750292,577.852232,56.32210098,33.55072753,0.251928083,217.091469,0.926457848,0.706270998,17.21509467,0,0,847.3107997,12.1474646,189.6621684,184.1423633,33.03775551,31.38096761,4.576848474,25.44904794,3.67982691,2.351301564,4.949636815,23.81319518,28.07790829,303.3947807,0
0.08_376.3414m/z,,376.3413994,1,0.082883333,0.057716667,3,0.480971634,0.052491674,2.33685097,Condition 8,Condition 5,100 - 12.1,955.8924613,4.05,90.53450584,652.508753,776.4993853,725.2517055,442.6627369,718.9277411,603.1605061,473.8629029,636.163999,128.5303827,568.5200632,731.8273897,418.8173283,279.7116671,663.2704742,455.825408,948.3858929,714.373106,672.4544239,692.4476299,646.9534432,619.5268784,992.8927256,956.5958494,440.4352991,706.7074578,553.0646119,1011.075111,897.2444334,238.7102035
15.80_612.5913m/z,,612.591298,1,15.80201667,0.021966667,4,0.481807036,0.052560523,5.497672661,Condition 10,Condition 2,100,2173.963711,9.83,467.0217285,1048.365894,0,900.0847321,0,371.0956879,1256.282569,933.310575,0,414.0940857,234.4731979,1740.670425,842.0787811,1061.522949,1220.531616,841.9901428,406.4605255,354.9267883,405.3033447,1519.013174,763.2509537,1037.334763,831.3808289,1248.246353,323.0929565,950.4461212,730.2057209,1796.053386,1900.542186,1985.756165
9.04_360.3227m/z,,360.3227116,1,9.043583333,1.370366667,8,0.482679046,0.052638891,2.361955501,Condition 1,Condition 2,100 - 21.5 - 0.122,346325.4981,2.17,1064257.68,145457.0865,142100.9638,153584.021,152527.8677,158211.9821,188915.6642,157239.5494,152130.7865,170285.6463,160741.7511,164004.4255,149990.8663,168676.4647,184769.3097,173050.1144,230796.2095,223712.2972,191079.7395,175114.2655,183835.951,189052.632,234621.6759,219443.8492,173043.2982,213366.5753,213115.9237,207862.3271,181483.0615,179710.606
0.08_456.3673m/z,,456.3673006,1,0.082883333,0.057716667,1,0.482842971,0.052645596,3.073563763,Condition 8,Condition 5,100 - 6.37,919.6689333,5.12,52.39285088,573.2124857,552.9946079,516.5976973,226.1810728,538.4672184,477.9292202,224.8069706,359.3982944,88.96968651,387.7509502,521.9365082,408.6992826,115.5980352,472.4827738,210.256832,836.7920713,654.8113346,399.7064953,588.6688328,715.2672128,768.8910408,857.7734222,842.4172389,342.474782,467.4978366,546.0767057,1214.53726,934.9489889,117.1557608
8.93_926.8139m/z,,926.8139347,1,8.930333333,0.040116667,73,0.48296489,0.052653304,Infinity,Condition 10,Condition 7,100 - 50.6,19664.67088,64.13,0,654.9656982,0,2663.341438,24269.85422,0,222.1157894,241.5494385,0,0,12606.33503,1145.505494,182.6800003,779.6150513,1025.693604,1017.069009,20876.16141,0,0,0,0,0,0,0,5408.302353,0,0,0,53258.31516,0
8.82_422.3982m/z,,422.3981969,1,8.82135,0.017216667,12,0.483489937,0.052695584,Infinity,Condition 1,Condition 3,100,1518.41441,13.54,6280.593384,0,0,62.50580406,0,0,0,0,0,0,0,0,0,0,129.5241241,69.12160443,60.83877981,0,0,0,43.90230744,96.75867462,0,65.1887036,59.78098679,71.17842102,0,71.32206423,54.6887188,57.52188743
10.19_890.8138m/z,,890.8137578,1,10.19388333,0.151933333,49,0.483534988,0.052695584,18.88956208,Condition 2,Condition 10,100 - 52.2 - 31.8 - 13.2 - 1.38,307937.5432,38.58,377042.4284,85170.73275,191528.5753,42480.67847,112397.3237,825228.3175,71728.90883,37198.26669,165223.8002,19615.62711,45793.22179,38437.08778,54099.13218,0,38935.99918,45516.63457,839.1758423,0,0,260253.5657,218.6537247,2600.745062,114628.3301,1018.904251,97878.40535,44195.58766,0,42530.94167,226.6016159,1005.226662
0.97_579.1494m/z,,579.1494045,1,0.967583333,0.199333333,19,0.483557771,0.052695584,6.238395816,Condition 1,Condition 8,100 - 28.3 - 1.42,9361.813393,7.71,12093.864,10287.25302,10488.19894,1083.54526,4734.856462,1646.747709,4121.961141,2256.154871,7091.38253,664.0042071,47.58315086,4026.646811,67.04127182,3118.645105,15445.46876,5670.572638,2868.822908,3419.959563,15835.56655,2453.049769,359.1125794,756.0759313,2363.47767,906.4877911,5749.059816,9035.335214,534.4892114,406.5458946,3688.766728,479.4995785
7.32_416.3724m/z,,416.3723556,1,7.320333333,0.0342,3,0.483705464,0.05270609,Infinity,Condition 1,Condition 2,100,2505.678286,173.21,10364.19726,0,0,0,0,0,0,0,0,0,0,0,0,0.943987303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.47_671.5154m/z,,671.5153914,1,10.4696,0.033633333,1,0.484503337,0.052776245,7.016759688,Condition 6,Condition 4,100,1386.478907,23.16,674.2701514,820.9059448,800.1686707,1265.155678,9.068927578,12.71591974,1120.315071,0,515.7517126,255.4221096,0,342.4552307,424.1537933,563.9825287,236.9149536,1079.51825,992.3700867,1757.507731,567.1385117,220.7996902,1032.917393,470.8273926,1132.339981,944.5582047,1288.626747,739.4194969,0,705.0329978,1765.589705,940.6329498
0.03_255.2313m/z,,255.23128,1,0.033133333,0.139783333,52,0.48492568,0.052811056,1.393831186,Condition 6,Condition 1,100 - 1.25,7650.423524,1.25,2658.816253,8192.517238,7482.653879,7962.799558,7458.188191,8715.764201,7730.676415,6551.906387,5815.037018,7328.282173,6036.166865,7636.074779,7557.073016,6693.699372,6673.514237,6920.699629,7356.497535,6951.208561,7121.577636,7254.007424,6489.380089,7146.018488,7004.82407,6269.412795,6444.767857,6114.913642,6487.731235,6124.992074,6205.944734,5757.034286
0.83_703.5735m/z,,703.5735354,1,0.830216667,0.047966667,6,0.485181947,0.052822515,Infinity,Condition 6,Condition 7,100 - 43.1,4753.740114,90.72,0,157.7087749,0,179.8634949,0,69.29366684,0,0,59.79218611,40.15172958,0,0,364.3168263,249.8573551,0,13417.34869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.80_325.1981m/z,,325.198074,1,0.7967,0.29365,6,0.485422866,0.052837211,6.049246658,Condition 8,Condition 5,100 - 39.9 - 5.26,14910.35685,4.65,4524.962787,2862.877496,2969.938612,2497.753141,2944.002873,2786.740708,2494.342228,2547.874712,2482.105007,2532.709191,4018.40225,3182.899128,2542.502117,2954.952528,2638.177874,2227.284554,2585.028715,2270.850838,2394.794795,2186.877521,2410.163617,2570.808157,2096.364321,35774.7723,3466.882811,2763.767011,2487.945055,2475.718284,2443.570021,2010.647706
9.71_982.8767m/z,,982.8766652,1,9.70975,0.045533333,49,0.485543356,0.052839135,Infinity,Condition 4,Condition 5,100,4158.721051,97.32,0,7093.394073,0,1268.56787,0,0,7320.303836,4445.923737,0,12342.81037,0,0,0,0,0,0,0,9930.338739,0,0,0,0,0,0,0,0,0,0,0,0
0.07_480.3075m/z,,480.3074724,1,0.065283333,0.040366667,9,0.485700454,0.052845041,Infinity,Condition 7,Condition 9,100 - 49.7,1059.337589,27.69,45.49101327,39.28742599,256.8312155,126.0672665,0,63.22406197,139.5594417,0,153.4183765,130.7549725,0,77.19595337,74.2981987,65.790308,43.72553715,0,153.5910034,0,0,130.9070148,2825.197739,2090.556059,609.5182706,0,0,0,0,0,51.44734031,0
0.10_400.3410m/z,,400.3410398,1,0.104933333,0.129183333,6,0.485833625,0.052853935,2.207160901,Condition 10,Condition 4,100,1374.347701,6.28,615.1482819,1311.460714,1309.557754,988.0975244,849.8403082,986.8366622,926.2596671,421.7552553,581.943721,403.588145,696.1567474,781.849165,907.731336,328.5641155,941.3863845,282.0576385,1187.440957,963.9056337,710.5991928,1094.722755,1085.58723,1099.644382,1187.195046,1365.352578,707.7523918,902.4337766,1291.269794,1669.628958,1675.879572,332.8823318
2.17_436.3161m/z,,436.3160989,1,2.167933333,0.0743,5,0.486663415,0.052928102,2.002499615,Condition 3,Condition 1,100 - 9.06,1840.219525,19.5,0,1649.973822,1330.540705,1732.196714,1256.898081,815.0617517,1175.68231,1651.382038,2768.634699,1028.307901,1178.120011,1832.007373,2100.493691,2579.523714,1358.665261,515.379837,950.2391863,2263.591712,1512.347425,1090.335537,887.3022957,1914.774135,958.1931926,1122.919899,927.103699,1239.703986,1568.225558,1613.731718,1119.32571,1445.909104
8.44_860.7677m/z,,860.7677373,1,8.443,0.0798,51,0.486669846,0.052928102,Infinity,Condition 4,Condition 1,100 - 50.3,33774.25937,90.09,0,0,0,64413.95332,0,0,381.9483337,0,0,41827.66363,59043.20479,0,0,0,1722.449585,59769.84417,3537.026736,0,0,0,31825.22752,0,0,0,0,0,0,0,1153.066021,0
0.09_362.3258m/z,,362.3258317,1,0.08965,0.057716667,7,0.486783128,0.052934821,2.008262798,Condition 6,Condition 5,100 - 45.2,652.5081329,13.68,56.59545554,468.1547123,565.2075578,617.9877507,333.887255,630.5621086,593.5168514,344.3223149,492.5396848,136.3417679,419.9112881,552.0267007,325.3179254,292.9810119,459.8185318,436.7541323,747.1516595,624.2012463,348.7936758,478.3561287,327.3499043,487.66266,647.7361577,596.9851471,318.9389683,327.7770143,474.2923362,765.6041273,755.3121925,172.7212424
14.84_598.4513m/z,,598.4512907,1,14.83523333,0.03295,1,0.487313488,0.052986888,3.606602428,Condition 1,Condition 4,100,1013.483245,13.34,875.3345548,892.0942597,1663.35453,870.0297394,644.3359682,724.4932998,340.2746817,596.2490845,0,200.275164,193.4745752,457.6004659,651.1751467,739.1055145,0,713.7870377,239.4430771,1166.200015,680.5991613,190.5159219,517.375772,386.4947619,1571.935663,617.7189474,695.9094242,189.9665239,733.9354095,845.225009,352.8359212,613.7164623
10.34_447.3453m/z,,447.3452835,1,10.34016667,1.7654,25,0.487699066,0.053011361,2.389231959,Condition 1,Condition 5,100 - 22.4,833838.7649,1.18,2375391.787,421797.5916,416381.6476,425365.3328,418590.673,402413.6748,440128.3452,441536.375,437274.7714,425846.3612,439152.8546,428311.4476,386023.4099,386140.3928,380458.4618,437605.3111,433706.7693,443553.5134,418155.704,422040.2723,423138.6768,419418.8753,425986.309,418685.402,425790.2535,433123.6165,435445.0064,428843.8345,423270.784,394020.3603
